vendor,city,scene_l1,scene_l2,operator,test_distance_km,test_duration_h,avg_speed_kmh,x1_平均RSRP,x1_平均SINR,x1_覆盖率1,x1_覆盖率2,x2_平均RSRP,x2_平均SINR,x2_覆盖率1,x2_覆盖率2
61f672c7283626788223681647752079,J,定点,停车场,移动,,0.441755555555556,,-96.1542056074766,-2.39099007009346,0.446105919003115,0.446105919003115,,,,
61f672c7283626788223681647752079,J,定点,停车场,电信,,0.441583333333333,,-91.6197431377487,7.35490509317552,0.983001762780156,0.983001762780156,,,,
61f672c7283626788223681647752079,J,定点,停车场,移动,,0.441419444444444,,-67.0069260798388,10.7806695472862,1.0,1.0,,,,
61f672c7283626788223681647752079,J,定点,咖啡厅,移动,,0.436608333333333,,-88.4167820548325,-0.389564871226807,0.527277762392689,0.527277762392689,,,,
61f672c7283626788223681647752079,J,定点,咖啡厅,电信,,0.436447222222222,,-81.5532891381948,9.01120681412545,0.998215196328404,0.998215196328404,,,,
61f672c7283626788223681647752079,J,定点,咖啡厅,移动,,0.436277777777778,,-78.8944012243336,5.38329175168984,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,A,驶测,骑行道,移动,5.621,0.578,9.72491349480969,-73.4346153846154,11.8697076923077,0.998717948717949,0.998717948717949,-74.5451882352941,11.7007921568627,0.996078431372549,0.996078431372549
7715b7194cb0b2308630075510656066,A,驶测,骑行道,移动,5.621,0.578,9.72491349480969,-61.3104325699746,10.9165178117048,0.986005089058524,0.986005089058524,-62.943484496124,10.6110968992248,0.972868217054264,0.972868217054264
7715b7194cb0b2308630075510656066,A,驶测,骑行道,电信,5.621,0.578,9.72491349480969,-71.7919293820933,4.80647162673392,0.906683480453972,0.906683480453972,-70.0677403100775,5.57840310077519,0.895348837209302,0.895348837209302
7715b7194cb0b2308630075510656066,A,驶测,步行道,移动,6.099,0.567,10.7566137566138,-95.1255742725881,7.56974578866769,0.891271056661562,0.934150076569678,-95.8932490118577,6.4250790513834,0.853754940711462,0.909090909090909
7715b7194cb0b2308630075510656066,A,驶测,步行道,移动,6.099,0.567,10.7566137566138,-78.4179894179894,2.79814021164021,0.884920634920635,0.884920634920635,-79.1846312056738,2.11226241134752,0.843971631205674,0.843971631205674
7715b7194cb0b2308630075510656066,A,驶测,步行道,电信,6.099,0.567,10.7566137566138,-77.2744845360825,6.4968324742268,0.972938144329897,0.972938144329897,-77.2366785714286,6.40165,0.978571428571428,0.978571428571428
7715b7194cb0b2308630075510656066,A,驶测,步行道,移动,2.859,0.645,4.43255813953488,-66.3790322580645,14.7603686635945,0.998847926267281,0.998847926267281,-66.7607723577236,14.5673333333333,1.0,1.0
7715b7194cb0b2308630075510656066,A,驶测,步行道,移动,2.859,0.645,4.43255813953488,-63.6,11.3718052287582,0.989542483660131,0.989542483660131,-63.2020650406504,11.1127398373984,1.0,1.0
7715b7194cb0b2308630075510656066,A,驶测,步行道,电信,2.859,0.645,4.43255813953488,-70.1173708920188,8.31284976525822,0.990610328638498,0.990610328638498,-69.3979745762712,8.33931355932203,1.0,1.0
7715b7194cb0b2308630075510656066,A,定点,停车场,移动,,0.226,,-104.750798722045,9.08355591054313,0.677316293929712,0.97444089456869,,,,
7715b7194cb0b2308630075510656066,A,定点,停车场,移动,,0.226,,-90.8584905660377,0.935786163522012,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,A,定点,停车场,电信,,0.226,,-102.200657894737,-3.74907236842105,0.539473684210526,0.5625,,,,
7715b7194cb0b2308630075510656066,A,定点,停车场,移动,,0.226,,-89.4335443037975,7.54485443037975,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,A,定点,停车场,移动,,0.226,,-70.3091482649842,10.1185552050473,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,A,定点,停车场,电信,,0.226,,-84.397212543554,2.19811846689895,0.989547038327526,0.989547038327526,,,,
7715b7194cb0b2308630075510656066,A,定点,咖啡厅,移动,,0.226,,-65.0345911949686,16.0661886792453,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,A,定点,咖啡厅,移动,,0.226,,-60.6163522012579,14.3533176100629,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,A,定点,咖啡厅,电信,,0.226,,-82.4811320754717,7.08979245283019,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,A,定点,补给站,移动,,0.226,,-98.0379746835443,11.3013607594937,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,A,定点,补给站,移动,,0.226,,-84.4556962025316,2.44468037974684,0.974683544303797,0.974683544303797,,,,
7715b7194cb0b2308630075510656066,A,定点,补给站,电信,,0.226,,-64.3312302839117,11.3946750788644,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,H,驶测,骑行道,移动,2.577,0.546,4.71978021978022,-59.8300132802125,10.3298167330677,0.9800796812749,0.9800796812749,-60.9916610169492,10.0463644067797,0.983050847457627,0.983050847457627
7715b7194cb0b2308630075510656066,H,驶测,骑行道,电信,2.577,0.546,4.71978021978022,-68.4649933949802,3.19497225891678,0.922060766182299,0.922060766182299,-69.9032941176471,2.3978487394958,0.890756302521008,0.890756302521008
7715b7194cb0b2308630075510656066,H,驶测,骑行道,移动,2.577,0.546,4.71978021978022,-73.0104031209363,8.20936540962289,0.957087126137841,0.957087126137841,-71.8754224137931,9.13822413793103,0.982758620689655,0.982758620689655
7715b7194cb0b2308630075510656066,H,驶测,骑行道,移动,2.794,0.965,2.89533678756477,-53.8271513353116,7.37710979228487,0.98813056379822,0.98813056379822,-53.252,8.54808130081301,0.991869918699187,0.991869918699187
7715b7194cb0b2308630075510656066,H,驶测,骑行道,电信,2.794,0.965,2.89533678756477,-61.2780303030303,5.31375681818182,0.95,0.95,-61.7721382113821,5.16786991869919,0.943089430894309,0.943089430894309
7715b7194cb0b2308630075510656066,H,驶测,骑行道,移动,2.794,0.965,2.89533678756477,-72.9525244913338,6.33965561416729,0.966088922381311,0.966088922381311,-72.4978360655738,6.59096721311475,0.983606557377049,0.983606557377049
7715b7194cb0b2308630075510656066,H,驶测,骑行道,移动,4.802,1.0,4.802,-68.4677023712183,8.05360793131644,0.988961569910057,0.988961569910057,-69.9562844827586,7.7772025862069,0.995689655172414,0.995689655172414
7715b7194cb0b2308630075510656066,H,驶测,骑行道,电信,4.802,1.0,4.802,-75.0817204301075,5.3669146953405,0.957706093189964,0.957706093189964,-74.859331838565,5.5167264573991,0.946188340807175,0.946188340807175
7715b7194cb0b2308630075510656066,H,驶测,骑行道,移动,4.802,1.0,4.802,-76.8048611111111,7.00635625,0.920138888888889,0.920138888888889,-76.3545982142857,6.98345089285714,0.9375,0.9375
7715b7194cb0b2308630075510656066,H,驶测,骑行道,移动,0.965,0.215,4.48837209302326,-60.004854368932,9.84468932038835,0.951456310679612,0.951456310679612,-59.4945106382979,9.98625531914894,0.978723404255319,0.978723404255319
7715b7194cb0b2308630075510656066,H,驶测,骑行道,电信,0.965,0.215,4.48837209302326,-73.8211920529801,4.08002317880795,0.996688741721854,0.996688741721854,-73.7453958333333,4.2685625,1.0,1.0
7715b7194cb0b2308630075510656066,H,驶测,骑行道,移动,0.965,0.215,4.48837209302326,-69.8922558922559,11.8164107744108,1.0,1.0,-69.6591489361702,11.773829787234,1.0,1.0
7715b7194cb0b2308630075510656066,H,定点,停车场,移动,,0.226,,-50.5196850393701,15.2877606299213,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,H,定点,停车场,电信,,0.226,,-79.2610062893082,11.1497264150943,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,H,定点,停车场,移动,,0.226,,-61.6498422712934,15.6336529968454,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,H,定点,停车场,移动,,0.226,,-78.2460567823344,1.96750788643533,0.984227129337539,0.984227129337539,,,,
7715b7194cb0b2308630075510656066,H,定点,停车场,电信,,0.226,,-84.1006289308176,6.95032704402516,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,H,定点,停车场,移动,,0.226,,-72.4182389937107,10.4652610062893,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,H,定点,咖啡厅,移动,,0.226,,-81.820189274448,7.53846372239748,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,H,定点,咖啡厅,电信,,0.226,,-82.9905660377358,4.43410691823899,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,H,定点,咖啡厅,移动,,0.226,,-99.0660066006601,3.30884158415842,0.94059405940594,0.966996699669967,,,,
7715b7194cb0b2308630075510656066,H,定点,补给站,移动,,0.226,,-76.5451807228916,9.13253915662651,0.987951807228916,0.987951807228916,,,,
7715b7194cb0b2308630075510656066,H,定点,补给站,电信,,0.226,,-77.4182389937107,2.17663836477987,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,H,定点,补给站,移动,,0.226,,-74.3820598006645,10.1248936877076,0.970099667774086,0.970099667774086,,,,
7715b7194cb0b2308630075510656066,F,驶测,骑行道,移动,2.504,0.517,4.84332688588008,-71.8843441466855,7.58239774330042,0.967559943582511,0.967559943582511,-72.4621363636364,7.18372727272727,0.963636363636364,0.963636363636364
7715b7194cb0b2308630075510656066,F,驶测,骑行道,电信,2.504,0.517,4.84332688588008,-105.673214285714,-3.66366785714286,0.355357142857143,0.4625,-106.500808080808,-4.20768686868687,0.272727272727273,0.373737373737374
7715b7194cb0b2308630075510656066,F,驶测,骑行道,移动,2.504,0.517,4.84332688588008,-77.0489510489511,1.22888391608392,0.755244755244755,0.755244755244755,-76.653018018018,1.25615315315315,0.765765765765766,0.765765765765766
7715b7194cb0b2308630075510656066,F,驶测,骑行道,移动,2.608,0.638,4.08777429467085,-59.3398392652124,9.14938117106774,0.988518943742824,0.988518943742824,-58.5707456140351,9.19164035087719,0.991228070175439,0.991228070175439
7715b7194cb0b2308630075510656066,F,驶测,骑行道,电信,2.608,0.638,4.08777429467085,-90.5037313432836,5.00618034825871,0.894278606965174,0.895522388059702,-90.2369541284404,5.18351376146789,0.908256880733945,0.908256880733945
7715b7194cb0b2308630075510656066,F,驶测,骑行道,移动,2.608,0.638,4.08777429467085,-64.4783105022831,10.518098173516,0.988584474885845,0.988584474885845,-64.6285575221239,10.3842123893805,0.991150442477876,0.991150442477876
7715b7194cb0b2308630075510656066,F,驶测,骑行道,移动,6.052,0.637,9.50078492935636,-66.2927107061503,10.7099703872437,0.972665148063781,0.972665148063781,-67.16436996337,11.0824358974359,0.970695970695971,0.970695970695971
7715b7194cb0b2308630075510656066,F,驶测,骑行道,电信,6.052,0.637,9.50078492935636,-103.911688311688,1.00311688311688,0.54025974025974,0.67012987012987,-104.235420560748,2.08718691588785,0.570093457943925,0.682242990654206
7715b7194cb0b2308630075510656066,F,驶测,骑行道,移动,6.052,0.637,9.50078492935636,-74.3813559322034,8.49201694915254,0.928571428571429,0.928571428571429,-75.2946718146718,7.57354054054054,0.868725868725869,0.868725868725869
7715b7194cb0b2308630075510656066,F,驶测,骑行道,移动,2.832,0.587,4.82453151618399,-67.8568155784651,6.71078006872852,0.964490263459336,0.964490263459336,-67.1758125,7.1180078125,0.9609375,0.9609375
7715b7194cb0b2308630075510656066,F,驶测,骑行道,电信,2.832,0.587,4.82453151618399,-74.8372093023256,8.03275887392901,0.966952264381885,0.966952264381885,-75.171,7.89868702290076,0.969465648854962,0.969465648854962
7715b7194cb0b2308630075510656066,F,驶测,骑行道,移动,2.832,0.587,4.82453151618399,-69.0641183723798,3.80371146732429,0.938347718865598,0.938347718865598,-68.647125,3.8748046875,0.9453125,0.9453125
7715b7194cb0b2308630075510656066,F,驶测,骑行道,移动,2.26,0.263,8.59315589353612,-67.7115987460815,5.92234169278997,0.943573667711599,0.943573667711599,-70.6202857142857,2.75692857142857,0.877551020408163,0.877551020408163
7715b7194cb0b2308630075510656066,F,驶测,骑行道,电信,2.248,0.263,8.54752851711027,-86.2200557103064,7.60561002785515,0.955431754874652,0.96100278551532,-90.5158981481482,7.64700925925926,0.953703703703704,0.972222222222222
7715b7194cb0b2308630075510656066,F,驶测,骑行道,移动,2.245,0.262,8.56870229007634,-70.7612359550562,7.25512359550562,0.98314606741573,0.98314606741573,-74.2979417475728,4.83566990291262,0.951456310679612,0.951456310679612
7715b7194cb0b2308630075510656066,F,驶测,骑行道,移动,3.814,0.402,9.48756218905473,-65.5553539019964,8.76520508166969,0.963702359346643,0.963702359346643,-64.8258692810458,8.862,0.947712418300653,0.947712418300653
7715b7194cb0b2308630075510656066,F,驶测,骑行道,电信,3.814,0.402,9.48756218905473,-94.4569288389513,5.50112921348315,0.852059925093633,0.861423220973783,-93.4883684210526,4.40123026315789,0.855263157894737,0.855263157894737
7715b7194cb0b2308630075510656066,F,驶测,骑行道,移动,3.814,0.402,9.48756218905473,-77.3592592592593,6.38105925925926,0.962962962962963,0.962962962962963,-75.511013986014,7.73730769230769,0.951048951048951,0.951048951048951
7715b7194cb0b2308630075510656066,F,定点,停车场,移动,,0.226,,-78.7830188679245,10.2829968553459,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,F,定点,停车场,电信,,0.226,,-102.294326241135,-3.46358156028369,0.539007092198582,0.570921985815603,,,,
7715b7194cb0b2308630075510656066,F,定点,停车场,移动,,0.226,,-77.198738170347,-0.0881703470031546,0.977917981072555,0.977917981072555,,,,
7715b7194cb0b2308630075510656066,F,定点,停车场,移动,,0.226,,-66.2463235294118,16.6038088235294,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,F,定点,停车场,电信,,0.226,,-49.7791798107256,15.7227728706625,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,F,定点,停车场,移动,,0.226,,-67.4779874213836,13.3546981132075,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,F,定点,咖啡厅,移动,,0.226,,-60.8832807570978,12.4940757097792,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,F,定点,咖啡厅,电信,,0.226,,-95.612676056338,0.153556338028169,0.940140845070423,0.940140845070423,,,,
7715b7194cb0b2308630075510656066,F,定点,咖啡厅,移动,,0.226,,-61.0031446540881,16.7953459119497,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,F,定点,补给站,移动,,0.226,,-75.6572327044025,6.6663962264151,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,F,定点,补给站,电信,,0.226,,-82.3238993710692,8.73790566037736,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,F,定点,补给站,移动,,0.226,,-74.475,3.9264,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,B,驶测,骑行道,移动,2.418,0.623,3.88121990369181,-73.732246798603,8.56373690337602,0.981373690337602,0.981373690337602,-75.0202831858407,7.74946902654867,0.973451327433628,0.973451327433628
7715b7194cb0b2308630075510656066,B,驶测,骑行道,电信,2.418,0.623,3.88121990369181,-85.1498740554156,4.50701637279597,0.926952141057935,0.926952141057935,-87.137375,3.71050892857143,0.883928571428571,0.883928571428571
7715b7194cb0b2308630075510656066,B,驶测,骑行道,移动,2.418,0.623,3.88121990369181,-65.2381477398015,9.64480044101433,0.972436604189636,0.972436604189636,-65.2386929824561,9.92830701754386,0.991228070175439,0.991228070175439
7715b7194cb0b2308630075510656066,B,驶测,骑行道,移动,2.716,0.607,4.47446457990115,-65.1966426858513,10.2103033573141,0.989208633093525,0.989208633093525,-65.6326666666667,9.87193162393162,0.982905982905983,0.982905982905983
7715b7194cb0b2308630075510656066,B,驶测,骑行道,电信,2.716,0.607,4.47446457990115,-66.5529411764706,6.67071647058824,0.96,0.96,-66.077094017094,6.65910256410256,0.965811965811966,0.965811965811966
7715b7194cb0b2308630075510656066,B,驶测,骑行道,移动,2.716,0.607,4.47446457990115,-68.1081081081081,10.4577955346651,0.99529964747356,0.99529964747356,-68.335731092437,10.5447142857143,1.0,1.0
7715b7194cb0b2308630075510656066,B,驶测,骑行道,移动,2.708,0.691,3.91895803183792,-66.8698845750262,9.86646169989507,0.985309548793284,0.985309548793284,-66.0219448818898,10.0665826771654,0.976377952755905,0.976377952755905
7715b7194cb0b2308630075510656066,B,驶测,骑行道,电信,2.708,0.691,3.91895803183792,-74.5167206040992,3.8748306364617,0.866235167206041,0.866235167206041,-73.8787165354331,3.97577165354331,0.858267716535433,0.858267716535433
7715b7194cb0b2308630075510656066,B,驶测,骑行道,移动,2.708,0.691,3.91895803183792,-73.0849539406346,6.11127635619243,0.943705220061412,0.943705220061412,-72.29128125,6.4413203125,0.953125,0.953125
7715b7194cb0b2308630075510656066,B,定点,停车场,移动,,0.226,,-94.1823899371069,12.4551949685535,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,B,定点,停车场,电信,,0.226,,-85.7444794952681,13.1742365930599,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,B,定点,停车场,移动,,0.226,,-61.377358490566,15.1416886792453,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,B,定点,停车场,移动,,0.226,,-53.9685534591195,14.8956823899371,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,B,定点,停车场,电信,,0.226,,-72.2169811320755,7.02790251572327,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,B,定点,停车场,移动,,0.226,,-73.9179810725552,8.04004416403786,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,B,定点,咖啡厅,移动,,0.226,,-71.3081761006289,2.5925786163522,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,B,定点,咖啡厅,电信,,0.226,,-74.7138364779874,7.84067295597484,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,B,定点,咖啡厅,移动,,0.226,,-80.2965299684543,-1.11725552050473,0.962145110410095,0.962145110410095,,,,
7715b7194cb0b2308630075510656066,B,定点,补给站,移动,,0.226,,-87.7075471698113,0.283867924528302,0.99685534591195,0.99685534591195,,,,
7715b7194cb0b2308630075510656066,B,定点,补给站,电信,,0.226,,-90.0283018867924,10.5326477987421,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,B,定点,补给站,移动,,0.226,,-72.609756097561,10.1321829268293,0.947154471544715,0.947154471544715,,,,
7715b7194cb0b2308630075510656066,G,驶测,骑行道,移动,3.658,1.0,3.658,-63.559665038381,12.0587913468248,0.993021632937893,0.993021632937893,-65.6566783216783,11.1825174825175,0.986013986013986,0.986013986013986
7715b7194cb0b2308630075510656066,G,驶测,骑行道,电信,3.658,1.0,3.658,-103.076830732293,0.0587995198079232,0.482593037214886,0.590636254501801,-106.022767676768,-2.23948484848485,0.353535353535354,0.484848484848485
7715b7194cb0b2308630075510656066,G,驶测,骑行道,移动,3.658,1.0,3.658,-72.3143063583815,5.98704046242775,0.941473988439306,0.941473988439306,-74.2711830985915,4.36302112676056,0.943661971830986,0.943661971830986
7715b7194cb0b2308630075510656066,G,驶测,骑行道,移动,5.92,0.753,7.86188579017264,-78.7984790874525,9.95457414448669,0.96958174904943,0.972433460076046,-79.1663228346457,9.16031102362205,0.968503937007874,0.968503937007874
7715b7194cb0b2308630075510656066,G,驶测,骑行道,电信,5.919,0.752,7.87101063829787,-122.896103896104,-9.52064935064935,0.0,0.0,-123.233652173913,-10.3693913043478,0.0,0.0
7715b7194cb0b2308630075510656066,G,驶测,骑行道,移动,5.92,0.753,7.86188579017264,-77.9608610567515,7.14870547945205,0.975538160469667,0.975538160469667,-77.6335564202335,6.80921011673152,0.957198443579767,0.957198443579767
7715b7194cb0b2308630075510656066,G,驶测,骑行道,移动,2.784,0.674,4.13056379821958,-64.0704375667022,9.94310672358591,0.988260405549626,0.988260405549626,-63.4065984251968,10.1596771653543,0.992125984251969,0.992125984251969
7715b7194cb0b2308630075510656066,G,驶测,骑行道,电信,2.784,0.674,4.13056379821958,-112.905769230769,-6.24782692307692,0.0596153846153846,0.178846153846154,-113.701629213483,-7.24325842696629,0.0224719101123596,0.0898876404494382
7715b7194cb0b2308630075510656066,G,驶测,骑行道,移动,2.784,0.673,4.13670133729569,-77.8369565217391,10.5855445652174,0.953260869565217,0.977173913043478,-77.1703858267716,10.9026299212598,0.968503937007874,0.976377952755905
7715b7194cb0b2308630075510656066,G,定点,停车场,移动,,0.226,,-79.2358208955224,11.8292925373134,0.967164179104478,0.967164179104478,,,,
7715b7194cb0b2308630075510656066,G,定点,停车场,电信,,0.226,,-126.903225806452,-10.4516129032258,0.0,0.0,,,,
7715b7194cb0b2308630075510656066,G,定点,停车场,移动,,0.226,,-77.9182389937107,3.89480503144654,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,G,定点,停车场,移动,,0.226,,-75.1487341772152,12.3161772151899,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,G,定点,停车场,电信,,0.226,,-110.677551020408,-5.57068979591837,0.106122448979592,0.187755102040816,,,,
7715b7194cb0b2308630075510656066,G,定点,停车场,移动,,0.226,,-64.5723270440252,14.4582232704403,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,G,定点,咖啡厅,移动,,0.226,,-81.0162337662338,13.2776720779221,0.99025974025974,0.99025974025974,,,,
7715b7194cb0b2308630075510656066,G,定点,咖啡厅,电信,,0.226,,,,,,,,,
7715b7194cb0b2308630075510656066,G,定点,咖啡厅,移动,,0.226,,-83.3904109589041,11.8742260273973,0.979452054794521,0.979452054794521,,,,
7715b7194cb0b2308630075510656066,G,定点,补给站,移动,,0.226,,-89.2264150943396,11.7230251572327,1.0,1.0,,,,
7715b7194cb0b2308630075510656066,G,定点,补给站,电信,,0.226,,,,,,,,,
7715b7194cb0b2308630075510656066,G,定点,补给站,移动,,0.226,,-48.5094339622642,15.8141163522013,1.0,1.0,,,,
